,index,Title,Comment,Language,Comment Length
957,957,THOSE WHO WISH ME DEAD Official  ,I get so excited for anything Angelina Jolie is in!!,en,52
958,958,THOSE WHO WISH ME DEAD Official  ,"Angie if you read this,we really need a Salt 2 movie!!!!!",en,57
959,959,THOSE WHO WISH ME DEAD Official  ,Finally!! She's the reason I love action thrillers!!,en,52
960,960,THOSE WHO WISH ME DEAD Official  ,She has such a still vibe. Her thrillers are impeccable,en,55
961,961,THOSE WHO WISH ME DEAD Official  ,"When angelina jolie holding up the ice pickaxe , i just remember “tomb rider”.",en,78
962,962,THOSE WHO WISH ME DEAD Official  ,ANGIE IS BACK!!!!! THE MOST BAUTIFUL WOMAN OF ALL TIME!!!!!!,en,60
963,963,THOSE WHO WISH ME DEAD Official  ,"Little finger , punisher and tomb raider in one movie ? SOLD",en,60
964,964,THOSE WHO WISH ME DEAD Official  ,Finally...she's back a little bit! 🥰 I'm excited to see this!,en,61
965,965,THOSE WHO WISH ME DEAD Official  ,The Queen is back ❤️,en,20
966,966,THOSE WHO WISH ME DEAD Official  ,FINALLY!!!! SHE'S BACK👏👏👏👏👏,de,27
967,967,THOSE WHO WISH ME DEAD Official  ,When lara croft thought it be a good idea to go for a summer vacation in the woods,en,82
968,968,THOSE WHO WISH ME DEAD Official  ,"The plot looks crazy but I'm here for it.
Me the whole time:
""Omg, Angelina Jolie?""
""Omg, Tyler Perry?""",en,103
969,969,THOSE WHO WISH ME DEAD Official  ,"Oh my God my Angelina Jolie..... 😍😍😍😍😍❤️
She's so beautiful and cool",en,68
970,970,THOSE WHO WISH ME DEAD Official  ,This movie was amazing!! Really recommend it!!,en,46
971,971,THOSE WHO WISH ME DEAD Official  ,Damn i miss you so much Angelina Jolie youre the best 👏🔥,en,56
972,972,THOSE WHO WISH ME DEAD Official  ,MY BABY IS BACK ON SCREEEN WOHOOOO🥳🥳🥳🔥🔥,de,39
973,973,THOSE WHO WISH ME DEAD Official  ,"This actually looks like its gonna be good , im definitely glad to see my girl Angelina finally back on the big screen",en,118
974,974,THOSE WHO WISH ME DEAD Official  ,Looks good but we’ve seen the whole freaking movie now in this trailer.,en,71
975,975,THOSE WHO WISH ME DEAD Official  ,Her voice is very good. Face can make expressions. She really makes movies great !!,en,83
976,976,THOSE WHO WISH ME DEAD Official  ,Yes queen! so happy to see Angelina Jolie again!,en,48
977,977,THOSE WHO WISH ME DEAD Official  ,"Boy: “Are you someone i can trust?”
Angelina: “well well”",en,57
978,978,THOSE WHO WISH ME DEAD Official  ,"Yessss, this is the kinda movie Jolie was born to do.",en,53
979,979,THOSE WHO WISH ME DEAD Official  ,"Wow, a movie that I’m actually excited to see.",en,46
980,980,THOSE WHO WISH ME DEAD Official  ,"At first I was sure this was a film adaptation of the game Firewatch, then things escalated quickly",en,99
981,981,THOSE WHO WISH ME DEAD Official  ,Finally! I can't wait to see Angelina Jolie in this one. I find myself watching Salt over and over.😊😊,en,101
982,982,THOSE WHO WISH ME DEAD Official  ,"Damn looks like tht kid found the ""right"" person to trust after all😁😀",en,69
983,983,THOSE WHO WISH ME DEAD Official  ,Appreciating that this trailer doesn’t reveal the plot. Now I’m dying to know why they want the kid so bad,en,106
984,984,THOSE WHO WISH ME DEAD Official  ,Welcome back Queen. This is what I like to see.,en,47
985,985,THOSE WHO WISH ME DEAD Official  ,She's back!!!😃😃😃😃🥰🥰🥰 Can't wait they finish Salt. We haven't forgotten.,en,71
986,986,THOSE WHO WISH ME DEAD Official  ,This movie looks FYEEEEE🙈,af,25
987,987,THOSE WHO WISH ME DEAD Official  ,It’s so fun to see Angelina in movies again!,en,44
